00:00:00:000:0
0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,1,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,2,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,3,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,4,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,5,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,6,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,7,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,8,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,9,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,10,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,11,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,12,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,13,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,14,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,15,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,16,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,17,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,18,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,19,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,20,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,21,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,22,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,23,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,24,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,25,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,26,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,27,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,28,0,0.00000,0.00000,0.00000,0.00000,0.00000
0,29,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,0,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,1,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,2,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,3,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,4,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,5,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,6,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,7,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,8,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,9,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,10,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,11,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,12,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,13,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,14,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,15,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,16,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,17,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,18,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,19,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,20,0,0.00000,0.00000,0.00000,0.00000,0.00000
1,21,0,0.00000,0.00000,0.00000,0.00000,0.00000
